Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::_to_copy,,,10.34,463.36,0,0,0,0
aten::empty_strided,,,12.42,19.8,0,0,0,0
empty_tensor,,,7.38,7.38,0,0,0,0
aten::copy_,,,433.22,433.22,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.4,4.4,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.07,1.07,0,0,0,0
aten::to,,,2.99,80.68,0,0,0,0
aten::_to_copy,,,7.27,77.69,0,0,0,0
aten::empty_strided,,,11.85,21.07,0,0,0,0
empty_tensor,,,9.22,9.22,0,0,0,0
aten::copy_,,,49.35,49.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.76,4.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.7,1.7,0,0,0,0
aten::to,,,2.92,391.69,0,0,0,0
aten::_to_copy,,,8.19,388.77,0,0,0,0
aten::empty_strided,,,11.05,18.76,0,0,0,0
empty_tensor,,,7.71,7.71,0,0,0,0
aten::copy_,,,361.82,361.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,3.44,3.44,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.85,1.85,0,0,0,0
aten::to,,,2.49,74.04,0,0,0,0
aten::_to_copy,,,8.59,71.55,0,0,0,0
aten::empty_strided,,,10.72,16.21,0,0,0,0
empty_tensor,,,5.49,5.49,0,0,0,0
aten::copy_,,,46.75,46.75,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.72,1.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.6,1.6,0,0,0,0
aten::to,,,2.58,76.29,0,0,0,0
aten::_to_copy,,,6.92,73.71,0,0,0,0
aten::empty_strided,,,10.82,16.53,0,0,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
aten::copy_,,,50.26,50.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.78,1.78,0,0,0,0
aten::to,,,2.24,64.11,0,0,0,0
aten::_to_copy,,,6.18,61.87,0,0,0,0
aten::empty_strided,,,9.72,15.38,0,0,0,0
empty_tensor,,,5.66,5.66,0,0,0,0
aten::copy_,,,40.31,40.31,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.45,1.45,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.08,1.08,0,0,0,0
aten::to,,,2.5,72.55,0,0,0,0
aten::_to_copy,,,6.15,70.05,0,0,0,0
aten::empty_strided,,,10.06,15.63,0,0,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
aten::copy_,,,48.27,48.27,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.67,1.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.54,1.54,0,0,0,0
aten::to,,,2.63,66.82,0,0,0,0
aten::_to_copy,,,7.21,64.19,0,0,0,0
aten::empty_strided,,,9.55,15.12,0,0,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
aten::copy_,,,41.86,41.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.81,1.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.61,1.61,0,0,0,0
aten::to,,,2.83,67.84,0,0,0,0
aten::_to_copy,,,7.64,65.01,0,0,0,0
aten::empty_strided,,,9.62,15.37,0,0,0,0
empty_tensor,,,5.75,5.75,0,0,0,0
aten::copy_,,,42.0,42.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.72,1.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.04,1.04,0,0,0,0
aten::to,,,2.35,69.27,0,0,0,0
aten::_to_copy,,,6.25,66.92,0,0,0,0
aten::empty_strided,,,9.83,15.27,0,0,0,0
empty_tensor,,,5.44,5.44,0,0,0,0
aten::copy_,,,45.4,45.4,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.29,1.29,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.5,1.5,0,0,0,0
aten::to,,,2.7,84.46,0,0,0,0
aten::_to_copy,,,6.69,81.76,0,0,0,0
aten::empty_strided,,,10.13,15.58,0,0,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::copy_,,,59.49,59.49,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.68,1.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::to,,,2.55,67.97,0,0,0,0
aten::_to_copy,,,6.92,65.42,0,0,0,0
aten::empty_strided,,,9.25,15.15,0,0,0,0
empty_tensor,,,5.9,5.9,0,0,0,0
aten::copy_,,,43.35,43.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.66,1.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::to,,,2.88,364.74,0,0,0,0
aten::_to_copy,,,6.63,361.86,0,0,0,0
aten::empty_strided,,,10.99,16.62,0,0,0,0
empty_tensor,,,5.63,5.63,0,0,0,0
aten::copy_,,,338.61,338.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.81,1.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.22,1.22,0,0,0,0
aten::to,,,2.87,72.57,0,0,0,0
aten::_to_copy,,,6.56,69.7,0,0,0,0
aten::empty_strided,,,10.33,16.27,0,0,0,0
empty_tensor,,,5.94,5.94,0,0,0,0
aten::copy_,,,46.87,46.87,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.61,1.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.35,1.35,0,0,0,0
aten::to,,,14.4,407.57,0,0,0,0
aten::_to_copy,,,8.12,393.17,0,0,0,0
aten::empty_strided,,,10.78,22.95,0,0,0,0
empty_tensor,,,12.17,12.17,0,0,0,0
aten::copy_,,,362.1,362.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,11.36,11.36,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,11.28,11.28,0,0,0,0
aten::to,,,3.21,107.05,0,0,0,0
aten::_to_copy,,,11.39,103.84,0,0,0,0
aten::empty_strided,,,14.65,42.93,0,0,0,0
empty_tensor,,,28.28,28.28,0,0,0,0
aten::copy_,,,49.52,49.52,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.14,1.14,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.13,1.13,0,0,0,0
aten::to,,,8.99,424.67,0,0,0,0
aten::_to_copy,,,12.6,415.68,0,0,0,0
aten::empty_strided,,,18.94,40.27,0,0,0,0
empty_tensor,,,21.33,21.33,0,0,0,0
aten::copy_,,,362.81,362.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.57,1.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.81,0.81,0,0,0,0
aten::to,,,2.69,86.07,0,0,0,0
aten::_to_copy,,,7.43,83.38,0,0,0,0
aten::empty_strided,,,10.49,22.05,0,0,0,0
empty_tensor,,,11.56,11.56,0,0,0,0
aten::copy_,,,53.9,53.9,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.33,1.33,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.79,0.79,0,0,0,0
aten::to,,,3.1,352.0,0,0,0,0
aten::_to_copy,,,6.73,348.9,0,0,0,0
aten::empty_strided,,,10.14,16.39,0,0,0,0
empty_tensor,,,6.25,6.25,0,0,0,0
aten::copy_,,,325.78,325.78,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.38,2.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.13,1.13,0,0,0,0
aten::to,,,3.5,76.25,0,0,0,0
aten::_to_copy,,,6.83,72.75,0,0,0,0
aten::empty_strided,,,9.83,16.24,0,0,0,0
empty_tensor,,,6.41,6.41,0,0,0,0
aten::copy_,,,49.68,49.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.68,1.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.12,1.12,0,0,0,0
aten::to,,,3.07,368.32,0,0,0,0
aten::_to_copy,,,6.9,365.25,0,0,0,0
aten::empty_strided,,,9.95,15.9,0,0,0,0
empty_tensor,,,5.95,5.95,0,0,0,0
aten::copy_,,,342.45,342.45,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.08,1.08,0,0,0,0
aten::to,,,3.16,69.91,0,0,0,0
aten::_to_copy,,,6.38,66.75,0,0,0,0
aten::empty_strided,,,10.05,15.83,0,0,0,0
empty_tensor,,,5.78,5.78,0,0,0,0
aten::copy_,,,44.54,44.54,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.72,1.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.93,0.93,0,0,0,0
aten::to,,,3.01,370.02,0,0,0,0
aten::_to_copy,,,6.44,367.01,0,0,0,0
aten::empty_strided,,,9.68,15.85,0,0,0,0
empty_tensor,,,6.17,6.17,0,0,0,0
aten::copy_,,,344.72,344.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.14,2.14,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.56,1.56,0,0,0,0
aten::to,,,3.54,69.09,0,0,0,0
aten::_to_copy,,,6.09,65.55,0,0,0,0
aten::empty_strided,,,10.06,16.05,0,0,0,0
empty_tensor,,,5.99,5.99,0,0,0,0
aten::copy_,,,43.41,43.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.93,1.93,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.47,1.47,0,0,0,0
aten::to,,,2.67,65.17,0,0,0,0
aten::_to_copy,,,6.13,62.5,0,0,0,0
aten::empty_strided,,,10.43,16.21,0,0,0,0
empty_tensor,,,5.78,5.78,0,0,0,0
aten::copy_,,,40.16,40.16,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.84,1.84,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.24,1.24,0,0,0,0
aten::to,,,2.57,109.1,0,0,0,0
aten::_to_copy,,,25.27,106.53,0,0,0,0
aten::empty_strided,,,11.09,17.58,0,0,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
aten::copy_,,,63.68,63.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.7,1.7,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.87,1.87,0,0,0,0
aten::to,,,3.17,70.84,0,0,0,0
aten::_to_copy,,,6.62,67.67,0,0,0,0
aten::empty_strided,,,9.8,16.0,0,0,0,0
empty_tensor,,,6.2,6.2,0,0,0,0
aten::copy_,,,45.05,45.05,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.1,2.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.65,1.65,0,0,0,0
aten::to,,,2.41,64.12,0,0,0,0
aten::_to_copy,,,6.55,61.71,0,0,0,0
aten::empty_strided,,,9.24,14.65,0,0,0,0
empty_tensor,,,5.41,5.41,0,0,0,0
aten::copy_,,,40.51,40.51,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.38,1.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.98,0.98,0,0,0,0
aten::to,,,3.07,70.3,0,0,0,0
aten::_to_copy,,,6.5,67.23,0,0,0,0
aten::empty_strided,,,9.82,16.02,0,0,0,0
empty_tensor,,,6.2,6.2,0,0,0,0
aten::copy_,,,44.71,44.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.73,1.73,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::to,,,2.59,70.24,0,0,0,0
aten::_to_copy,,,6.45,67.65,0,0,0,0
aten::empty_strided,,,9.72,15.76,0,0,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
aten::copy_,,,45.44,45.44,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.81,1.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::to,,,2.94,364.51,0,0,0,0
aten::_to_copy,,,7.01,361.57,0,0,0,0
aten::empty_strided,,,10.31,15.84,0,0,0,0
empty_tensor,,,5.53,5.53,0,0,0,0
aten::copy_,,,338.72,338.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.84,1.84,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.61,1.61,0,0,0,0
aten::to,,,2.72,78.07,0,0,0,0
aten::_to_copy,,,7.14,75.35,0,0,0,0
aten::empty_strided,,,11.12,17.13,0,0,0,0
empty_tensor,,,6.01,6.01,0,0,0,0
aten::copy_,,,51.08,51.08,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.0,2.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.38,1.38,0,0,0,0
aten::to,,,3.07,371.18,0,0,0,0
aten::_to_copy,,,6.71,368.11,0,0,0,0
aten::empty_strided,,,9.98,16.23,0,0,0,0
empty_tensor,,,6.25,6.25,0,0,0,0
aten::copy_,,,345.17,345.17,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.85,1.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::to,,,2.43,77.66,0,0,0,0
aten::_to_copy,,,6.71,75.23,0,0,0,0
aten::empty_strided,,,10.34,16.63,0,0,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
aten::copy_,,,51.89,51.89,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.36,1.36,0,0,0,0
aten::to,,,2.71,414.95,0,0,0,0
aten::_to_copy,,,7.64,412.24,0,0,0,0
aten::empty_strided,,,8.75,14.39,0,0,0,0
empty_tensor,,,5.64,5.64,0,0,0,0
aten::copy_,,,390.21,390.21,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.89,1.89,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::to,,,2.48,77.53,0,0,0,0
aten::_to_copy,,,6.85,75.05,0,0,0,0
aten::empty_strided,,,10.17,16.1,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
aten::copy_,,,52.1,52.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.59,1.59,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.08,1.08,0,0,0,0
aten::to,,,2.88,399.02,0,0,0,0
aten::_to_copy,,,6.54,396.14,0,0,0,0
aten::empty_strided,,,10.92,16.38,0,0,0,0
empty_tensor,,,5.46,5.46,0,0,0,0
aten::copy_,,,373.22,373.22,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.81,1.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.1,2.1,0,0,0,0
aten::to,,,2.66,75.05,0,0,0,0
aten::_to_copy,,,6.75,72.39,0,0,0,0
aten::empty_strided,,,10.71,16.16,0,0,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::copy_,,,49.48,49.48,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.59,1.59,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.63,1.63,0,0,0,0
aten::to,,,2.64,352.11,0,0,0,0
aten::_to_copy,,,7.2,349.47,0,0,0,0
aten::empty_strided,,,9.87,16.1,0,0,0,0
empty_tensor,,,6.23,6.23,0,0,0,0
aten::copy_,,,326.17,326.17,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.93,1.93,0,0,0,0
aten::to,,,3.07,74.61,0,0,0,0
aten::_to_copy,,,6.96,71.54,0,0,0,0
aten::empty_strided,,,9.95,16.3,0,0,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
aten::copy_,,,48.28,48.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.08,1.08,0,0,0,0
aten::to,,,3.12,429.42,0,0,0,0
aten::_to_copy,,,6.52,426.3,0,0,0,0
aten::empty_strided,,,9.74,14.6,0,0,0,0
empty_tensor,,,4.86,4.86,0,0,0,0
aten::copy_,,,405.18,405.18,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.75,1.75,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.17,1.17,0,0,0,0
aten::to,,,2.77,77.8,0,0,0,0
aten::_to_copy,,,6.94,75.03,0,0,0,0
aten::empty_strided,,,10.45,16.29,0,0,0,0
empty_tensor,,,5.84,5.84,0,0,0,0
aten::copy_,,,51.8,51.8,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.67,1.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.93,1.93,0,0,0,0
aten::to,,,2.63,72.38,0,0,0,0
aten::_to_copy,,,6.71,69.75,0,0,0,0
aten::empty_strided,,,10.33,15.79,0,0,0,0
empty_tensor,,,5.46,5.46,0,0,0,0
aten::copy_,,,47.25,47.25,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.51,1.51,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.09,1.09,0,0,0,0
aten::to,,,2.73,67.82,0,0,0,0
aten::_to_copy,,,6.21,65.09,0,0,0,0
aten::empty_strided,,,9.9,15.47,0,0,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
aten::copy_,,,43.41,43.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.54,1.54,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.5,1.5,0,0,0,0
aten::to,,,2.38,71.12,0,0,0,0
aten::_to_copy,,,6.35,68.74,0,0,0,0
aten::empty_strided,,,10.79,16.0,0,0,0,0
empty_tensor,,,5.21,5.21,0,0,0,0
aten::copy_,,,46.39,46.39,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.03,1.03,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.09,1.09,0,0,0,0
aten::to,,,2.58,65.27,0,0,0,0
aten::_to_copy,,,6.51,62.69,0,0,0,0
aten::empty_strided,,,9.98,15.26,0,0,0,0
empty_tensor,,,5.28,5.28,0,0,0,0
aten::copy_,,,40.92,40.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.4,1.4,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.39,1.39,0,0,0,0
aten::to,,,2.88,66.64,0,0,0,0
aten::_to_copy,,,6.8,63.76,0,0,0,0
aten::empty_strided,,,9.77,14.85,0,0,0,0
empty_tensor,,,5.08,5.08,0,0,0,0
aten::copy_,,,42.11,42.11,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.62,1.62,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.75,0.75,0,0,0,0
aten::to,,,2.15,64.83,0,0,0,0
aten::_to_copy,,,6.1,62.68,0,0,0,0
aten::empty_strided,,,9.79,14.79,0,0,0,0
empty_tensor,,,5.0,5.0,0,0,0,0
aten::copy_,,,41.79,41.79,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.23,1.23,0,0,0,0
aten::to,,,2.64,439.42,0,0,0,0
aten::_to_copy,,,6.68,436.78,0,0,0,0
aten::empty_strided,,,9.55,15.34,0,0,0,0
empty_tensor,,,5.79,5.79,0,0,0,0
aten::copy_,,,414.76,414.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.09,2.09,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::to,,,2.64,75.27,0,0,0,0
aten::_to_copy,,,6.39,72.63,0,0,0,0
aten::empty_strided,,,10.85,16.75,0,0,0,0
empty_tensor,,,5.9,5.9,0,0,0,0
aten::copy_,,,49.49,49.49,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.85,1.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.2,1.2,0,0,0,0
aten::to,,,2.5,381.95,0,0,0,0
aten::_to_copy,,,7.05,379.45,0,0,0,0
aten::empty_strided,,,10.24,16.37,0,0,0,0
empty_tensor,,,6.13,6.13,0,0,0,0
aten::copy_,,,356.03,356.03,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.73,1.73,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.14,1.14,0,0,0,0
aten::to,,,2.9,75.2,0,0,0,0
aten::_to_copy,,,6.64,72.3,0,0,0,0
aten::empty_strided,,,10.45,16.2,0,0,0,0
empty_tensor,,,5.75,5.75,0,0,0,0
aten::copy_,,,49.46,49.46,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.9,0.9,0,0,0,0
aten::to,,,2.64,341.93,0,0,0,0
aten::_to_copy,,,7.41,339.29,0,0,0,0
aten::empty_strided,,,9.35,15.28,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
aten::copy_,,,316.6,316.6,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.85,0.85,0,0,0,0
aten::to,,,2.46,77.19,0,0,0,0
aten::_to_copy,,,6.2,74.73,0,0,0,0
aten::empty_strided,,,10.8,16.52,0,0,0,0
empty_tensor,,,5.72,5.72,0,0,0,0
aten::copy_,,,52.01,52.01,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.72,1.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.76,1.76,0,0,0,0
aten::to,,,2.69,354.97,0,0,0,0
aten::_to_copy,,,6.82,352.28,0,0,0,0
aten::empty_strided,,,9.96,15.8,0,0,0,0
empty_tensor,,,5.84,5.84,0,0,0,0
aten::copy_,,,329.66,329.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.79,1.79,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.12,1.12,0,0,0,0
aten::to,,,2.7,76.2,0,0,0,0
aten::_to_copy,,,6.27,73.5,0,0,0,0
aten::empty_strided,,,10.54,16.83,0,0,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
aten::copy_,,,50.4,50.4,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.93,1.93,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.9,0.9,0,0,0,0
aten::to,,,2.74,350.7,0,0,0,0
aten::_to_copy,,,7.17,347.96,0,0,0,0
aten::empty_strided,,,9.68,16.09,0,0,0,0
empty_tensor,,,6.41,6.41,0,0,0,0
aten::copy_,,,324.7,324.7,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,7.93,7.93,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,59.78,59.78,0,0,0,0
aten::to,,,3.24,119.72,0,0,0,0
aten::_to_copy,,,7.26,116.48,0,0,0,0
aten::empty_strided,,,36.95,62.27,0,0,0,0
empty_tensor,,,25.32,25.32,0,0,0,0
aten::copy_,,,46.95,46.95,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,10.38,10.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.75,0.75,0,0,0,0
aten::to,,,2.68,409.78,0,0,0,0
aten::_to_copy,,,16.09,407.1,0,0,0,0
aten::empty_strided,,,12.64,38.4,0,0,0,0
empty_tensor,,,25.76,25.76,0,0,0,0
aten::copy_,,,352.61,352.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.19,1.19,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.77,0.77,0,0,0,0
aten::to,,,3.24,101.24,0,0,0,0
aten::_to_copy,,,8.29,98.0,0,0,0,0
aten::empty_strided,,,13.04,41.68,0,0,0,0
empty_tensor,,,28.64,28.64,0,0,0,0
aten::copy_,,,48.03,48.03,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.84,0.84,0,0,0,0
aten::to,,,3.22,112.22,0,0,0,0
aten::_to_copy,,,19.1,109.0,0,0,0,0
aten::empty_strided,,,16.9,42.02,0,0,0,0
empty_tensor,,,25.12,25.12,0,0,0,0
aten::copy_,,,47.88,47.88,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.31,2.31,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,9.43,9.43,0,0,0,0
aten::to,,,2.99,96.78,0,0,0,0
aten::_to_copy,,,7.65,93.79,0,0,0,0
aten::empty_strided,,,13.48,43.53,0,0,0,0
empty_tensor,,,30.05,30.05,0,0,0,0
aten::copy_,,,42.61,42.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,3.96,3.96,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.42,2.42,0,0,0,0
aten::to,,,2.72,85.06,0,0,0,0
aten::_to_copy,,,10.05,82.34,0,0,0,0
aten::empty_strided,,,11.24,27.87,0,0,0,0
empty_tensor,,,16.63,16.63,0,0,0,0
aten::copy_,,,44.42,44.42,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,3.51,3.51,0,0,0,0
aten::to,,,2.96,69.63,0,0,0,0
aten::_to_copy,,,6.42,66.67,0,0,0,0
aten::empty_strided,,,9.47,16.47,0,0,0,0
empty_tensor,,,7.0,7.0,0,0,0,0
aten::copy_,,,43.78,43.78,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.04,1.04,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.82,0.82,0,0,0,0
aten::to,,,2.25,70.61,0,0,0,0
aten::_to_copy,,,8.32,68.36,0,0,0,0
aten::empty_strided,,,11.48,17.19,0,0,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
aten::copy_,,,42.85,42.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.97,2.97,0,0,0,0
aten::to,,,2.43,70.03,0,0,0,0
aten::_to_copy,,,5.97,67.6,0,0,0,0
aten::empty_strided,,,11.1,18.26,0,0,0,0
empty_tensor,,,7.16,7.16,0,0,0,0
aten::copy_,,,43.37,43.37,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.02,4.02,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.82,0.82,0,0,0,0
aten::to,,,2.38,365.26,0,0,0,0
aten::_to_copy,,,8.64,362.88,0,0,0,0
aten::empty_strided,,,9.52,16.3,0,0,0,0
empty_tensor,,,6.78,6.78,0,0,0,0
aten::copy_,,,337.94,337.94,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.83,0.83,0,0,0,0
aten::to,,,2.55,76.97,0,0,0,0
aten::_to_copy,,,6.73,74.42,0,0,0,0
aten::empty_strided,,,9.87,18.11,0,0,0,0
empty_tensor,,,8.24,8.24,0,0,0,0
aten::copy_,,,49.58,49.58,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.75,0.75,0,0,0,0
aten::to,,,2.72,413.87,0,0,0,0
aten::_to_copy,,,6.82,411.15,0,0,0,0
aten::empty_strided,,,10.57,16.13,0,0,0,0
empty_tensor,,,5.56,5.56,0,0,0,0
aten::copy_,,,388.2,388.2,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.22,2.22,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.8,0.8,0,0,0,0
aten::to,,,2.44,80.01,0,0,0,0
aten::_to_copy,,,8.52,77.57,0,0,0,0
